seed,step,household_id,money,skill_level,max_acceptable_price,employer,wage,wealth_type
1002324,3,111,1831.98,0.63,253.34,suppliers,39.71,low
1002324,3,112,1508.05,0.87,683.91,suppliers,39.71,high
1002324,3,113,1386.11,0.45,155.41,suppliers,39.71,high
1002324,3,114,1047.93,0.77,556.97,suppliers,39.71,medium
1002324,3,115,1798.13,0.45,780.81,suppliers,39.71,high
1002324,3,116,1079.72,0.46,288.75,suppliers,39.71,medium
1002324,3,117,1588.12,0.4,431.05,suppliers,39.71,medium
1002324,3,118,1910.15,0.3,17.29,suppliers,39.71,high
1002324,3,119,1858.82,0.63,56.45,suppliers,39.71,medium
1002324,3,120,1868.26,0.72,615.24,suppliers,39.71,high
1002324,3,121,1747.89,0.67,498.3,suppliers,39.71,medium
1002324,3,122,1151.11,0.27,656.81,suppliers,39.71,medium
1002324,3,123,1410.58,0.47,501.92,suppliers,39.71,high
1002324,3,124,1700.37,0.81,110.12,suppliers,39.71,high
1002324,3,125,1369.74,0.35,779.98,suppliers,39.71,high
1002324,3,126,1648.98,0.95,394.73,firm_9,49.73,medium
1002324,3,127,1665.4,0.35,194.11,suppliers,39.71,high
1002324,3,128,555.65,0.61,88.62,suppliers,39.71,medium
1002324,3,129,1779.07,0.3,202.85,suppliers,39.71,medium
1002324,3,130,1418.5,0.38,726.85,suppliers,39.71,medium
1002324,3,131,1323.02,0.26,222.44,suppliers,39.71,medium
1002324,3,132,1730.16,0.42,654.59,suppliers,39.71,low
1002324,3,133,1911.97,0.43,196.58,suppliers,39.71,high
1002324,3,134,1019.81,0.69,630.75,suppliers,39.71,medium
1002324,3,135,1508.16,0.61,595.01,suppliers,39.71,medium
1002324,3,136,1087.56,0.47,322.26,suppliers,39.71,medium
1002324,3,137,1406.27,0.68,733.47,suppliers,39.71,high
1002324,3,138,1831.57,0.36,405.22,suppliers,39.71,medium
1002324,3,139,1842.11,0.28,553.2,suppliers,39.71,low
1002324,3,140,1558.74,0.64,653.88,suppliers,39.71,high
1002324,3,141,1355.75,0.33,540.66,suppliers,39.71,medium
1002324,3,142,774.27,0.78,711.08,suppliers,39.71,high
1002324,3,143,1074.39,0.34,604.21,suppliers,39.71,medium
1002324,3,144,922.74,0.34,667.13,suppliers,39.71,medium
1002324,3,145,1447.55,0.8,482.06,suppliers,39.71,low
1002324,3,146,1585.3,0.87,346.54,suppliers,39.71,medium
1002324,3,147,1801.39,0.56,29.73,suppliers,39.71,low
1002324,3,148,1759.61,0.66,337.74,suppliers,39.71,low
1002324,3,149,1382.12,0.46,69.04,suppliers,39.71,medium
1002324,3,150,1030.46,0.86,510.22,suppliers,39.71,low
1002324,3,151,1656.64,0.33,284.96,suppliers,39.71,medium
1002324,3,152,1581.86,0.77,754.46,suppliers,39.71,medium
1002324,3,153,1773.41,0.5,442.21,suppliers,39.71,medium
1002324,3,154,1164.78,0.47,399.36,suppliers,39.71,low
1002324,3,155,1790.59,0.31,781.93,suppliers,39.71,high
1002324,3,156,1864.6,0.49,417.3,suppliers,39.71,medium
1002324,3,157,1094.38,0.8,402.31,suppliers,39.71,medium
1002324,3,158,1676.22,0.39,626.09,suppliers,39.71,medium
1002324,3,159,1572.19,0.65,707.31,suppliers,39.71,low
1002324,3,160,1366.84,0.39,682.79,suppliers,39.71,high
1002324,3,161,1632.43,0.48,667.32,suppliers,39.71,medium
1002324,3,162,1895.22,0.36,384.41,suppliers,39.71,medium
1002324,3,163,712.38,0.49,638.63,suppliers,39.71,medium
1002324,3,164,1697.98,0.53,443.42,suppliers,39.71,low
1002324,3,165,1782.07,0.34,202.21,suppliers,39.71,medium
1002324,3,166,1481.44,0.8,180.0,suppliers,39.71,medium
1002324,3,167,862.83,0.64,724.35,suppliers,39.71,medium
1002324,3,168,1335.41,0.61,241.58,suppliers,39.71,medium
1002324,3,169,1404.33,0.46,463.05,suppliers,39.71,medium
1002324,3,170,1693.46,0.39,603.82,suppliers,39.71,high
1002324,3,171,1567.43,0.63,319.71,suppliers,39.71,medium
1002324,3,172,1428.1,0.34,156.74,suppliers,39.71,low
1002324,3,173,1153.97,0.91,223.19,firm_2,39.85,medium
1002324,3,174,1436.44,0.66,49.41,suppliers,39.71,medium
1002324,3,175,958.77,0.25,664.89,suppliers,39.71,medium
1002324,3,176,1814.34,0.5,586.51,suppliers,39.71,low
1002324,3,177,1732.64,0.68,43.22,suppliers,39.71,low
1002324,3,178,1479.27,0.58,228.62,suppliers,39.71,low
1002324,3,179,1816.05,0.47,343.52,suppliers,39.71,medium
1002324,3,180,1341.27,0.87,40.4,suppliers,39.71,medium
1002324,3,181,945.27,0.62,794.29,suppliers,39.71,medium
1002324,3,182,894.98,0.38,463.44,suppliers,39.71,high
1002324,3,183,1349.85,0.88,256.72,suppliers,39.71,high
1002324,3,184,1595.98,0.94,40.15,firm_0,41.84,low
1002324,3,185,1897.08,0.72,295.62,suppliers,39.71,high
1002324,3,186,592.25,0.67,543.81,suppliers,39.71,medium
1002324,3,187,1760.01,0.68,617.12,suppliers,39.71,low
1002324,3,188,1719.77,0.93,207.31,firm_3,41.32,medium
1002324,3,189,981.94,0.67,732.05,suppliers,39.71,medium
1002324,3,190,958.48,0.89,273.63,suppliers,39.71,medium
1002324,3,191,927.13,0.57,74.04,suppliers,39.71,medium
1002324,3,192,1867.35,0.43,111.72,suppliers,39.71,medium
1002324,3,193,1494.16,0.28,110.21,suppliers,39.71,high
1002324,3,194,1838.78,0.57,78.89,suppliers,39.71,high
1002324,3,195,1685.56,0.25,61.12,suppliers,39.71,medium
1002324,3,196,1704.11,0.8,339.53,suppliers,39.71,low
1002324,3,197,1328.83,0.54,205.37,suppliers,39.71,high
1002324,3,198,1728.37,0.49,799.12,suppliers,39.71,medium
1002324,3,199,1650.09,0.36,327.4,suppliers,39.71,medium
1002324,3,200,1559.16,0.69,742.02,suppliers,39.71,high
1002324,3,201,1475.45,0.49,743.7,suppliers,39.71,medium
1002324,3,202,933.77,0.56,565.8,suppliers,39.71,high
1002324,3,203,1685.27,0.43,716.47,suppliers,39.71,high
1002324,3,204,1578.77,0.34,612.97,suppliers,39.71,high
1002324,3,205,1729.08,0.47,559.71,suppliers,39.71,high
1002324,3,206,1756.52,0.84,522.28,suppliers,39.71,medium
1002324,3,207,1365.95,0.74,226.89,suppliers,39.71,medium
1002324,3,208,1913.2,0.31,795.47,suppliers,39.71,low
1002324,3,209,1752.26,0.42,169.32,suppliers,39.71,high
1002324,3,210,1779.88,0.43,547.7,suppliers,39.71,medium
1002324,3,211,1362.91,0.43,12.03,suppliers,39.71,high
1002324,3,212,1909.13,0.48,232.71,suppliers,39.71,medium
1002324,3,213,1577.3,0.52,408.7,suppliers,39.71,medium
1002324,3,214,1669.14,0.46,649.67,suppliers,39.71,medium
1002324,3,215,1741.64,0.27,533.78,suppliers,39.71,medium
1002324,3,216,1758.88,0.68,211.53,suppliers,39.71,high
1002324,3,217,1646.56,0.75,652.58,suppliers,39.71,medium
1002324,3,218,819.14,0.49,700.86,suppliers,39.71,medium
1002324,3,219,1532.55,0.39,724.22,suppliers,39.71,medium
1002324,3,220,1810.88,0.89,203.22,suppliers,39.71,high
1002324,3,221,1756.85,0.76,772.6,suppliers,39.71,medium
1002324,3,222,1011.29,0.46,758.43,suppliers,39.71,high
1002324,3,223,1865.09,0.5,643.06,suppliers,39.71,medium
1002324,3,224,1896.11,0.62,198.92,suppliers,39.71,medium
1002324,3,225,1568.87,0.27,18.13,suppliers,39.71,medium
1002324,3,226,1385.17,0.49,385.78,suppliers,39.71,low
1002324,3,227,1349.27,0.28,144.27,suppliers,39.71,medium
1002324,3,228,1452.88,0.95,741.03,firm_9,49.73,medium
1002324,3,229,1884.38,0.58,182.98,suppliers,39.71,low
1002324,3,230,1127.7,0.33,135.5,suppliers,39.71,low
1002324,3,231,1632.58,0.72,448.44,suppliers,39.71,high
1002324,3,232,1645.32,0.27,595.92,suppliers,39.71,high
1002324,3,233,1902.24,0.38,643.32,suppliers,39.71,high
1002324,3,234,1836.63,0.84,493.6,suppliers,39.71,medium
1002324,3,235,1158.79,0.4,382.57,suppliers,39.71,low
1002324,3,236,1756.25,0.62,665.55,suppliers,39.71,medium
1002324,3,237,1510.29,0.73,614.13,suppliers,39.71,low
1002324,3,238,1727.96,0.56,568.35,suppliers,39.71,medium
1002324,3,239,1375.13,0.85,152.41,suppliers,39.71,medium
1002324,3,240,1865.91,0.46,759.71,suppliers,39.71,medium
1002324,3,241,1335.6,0.69,247.18,suppliers,39.71,low
1002324,3,242,1227.45,0.82,549.95,suppliers,39.71,low
1002324,3,243,1379.39,0.55,562.89,suppliers,39.71,high
1002324,3,244,1501.79,0.58,388.78,suppliers,39.71,medium
1002324,3,245,1561.88,0.26,248.07,suppliers,39.71,medium
1002324,3,246,1761.37,0.89,241.74,suppliers,39.71,medium
1002324,3,247,1702.96,0.56,276.86,suppliers,39.71,medium
1002324,3,248,1131.18,0.46,267.74,suppliers,39.71,medium
1002324,3,249,1737.49,0.53,109.17,suppliers,39.71,high
1002324,3,250,1676.33,0.41,678.19,suppliers,39.71,medium
1002324,3,251,1581.27,0.66,299.5,suppliers,39.71,medium
1002324,3,252,1039.75,0.34,92.12,suppliers,39.71,high
1002324,3,253,1473.88,0.36,496.21,suppliers,39.71,medium
1002324,3,254,1543.31,0.28,511.67,suppliers,39.71,medium
1002324,3,255,1518.79,0.64,549.55,suppliers,39.71,low
1002324,3,256,1799.94,0.27,436.59,suppliers,39.71,high
1002324,3,257,1021.85,0.51,232.82,suppliers,39.71,medium
1002324,3,258,883.21,0.34,692.12,suppliers,39.71,high
1002324,3,259,725.11,0.6,427.55,suppliers,39.71,high
1002324,3,260,1696.76,0.9,732.66,firm_1,36.04,high
1002324,3,261,1811.57,0.74,591.26,suppliers,39.71,low
1002324,3,262,1832.93,0.52,395.19,suppliers,39.71,high
1002324,3,263,1893.31,0.66,93.14,suppliers,39.71,low
1002324,3,264,1412.11,0.57,471.16,suppliers,39.71,high
1002324,3,265,1887.71,0.53,134.58,suppliers,39.71,medium
1002324,3,266,1872.75,0.8,236.48,suppliers,39.71,medium
1002324,3,267,1738.01,0.31,108.76,suppliers,39.71,medium
1002324,3,268,1888.63,0.35,621.67,suppliers,39.71,medium
1002324,3,269,1419.53,0.47,721.46,suppliers,39.71,medium
1002324,3,270,1380.58,0.74,281.91,suppliers,39.71,medium
1002324,3,271,537.42,0.33,478.12,suppliers,39.71,medium
1002324,3,272,894.23,0.59,175.94,suppliers,39.71,high
1002324,3,273,1702.25,0.43,655.04,suppliers,39.71,low
1002324,3,274,1778.35,0.46,693.84,suppliers,39.71,low
1002324,3,275,1438.77,0.4,668.44,suppliers,39.71,low
1002324,3,276,1754.56,0.33,597.38,suppliers,39.71,high
1002324,3,277,1461.49,0.42,59.14,suppliers,39.71,high
1002324,3,278,1528.45,0.32,84.69,suppliers,39.71,medium
1002324,3,279,1571.54,0.72,388.97,suppliers,39.71,low
1002324,3,280,896.65,0.43,711.12,suppliers,39.71,medium
1002324,3,281,1062.11,0.46,209.29,suppliers,39.71,medium
1002324,3,282,1533.45,0.64,231.99,suppliers,39.71,low
1002324,3,283,1167.62,0.29,156.22,suppliers,39.71,low
1002324,3,284,1414.28,0.57,608.29,suppliers,39.71,medium
1002324,3,285,1592.02,0.27,190.08,suppliers,39.71,medium
1002324,3,286,972.01,0.71,669.03,suppliers,39.71,high
1002324,3,287,1873.04,0.27,521.37,suppliers,39.71,high
1002324,3,288,831.51,0.76,188.69,suppliers,39.71,medium
1002324,3,289,1900.89,0.89,390.17,suppliers,39.71,medium
1002324,3,290,1687.08,0.54,64.25,suppliers,39.71,medium
1002324,3,291,1044.43,0.66,458.72,suppliers,39.71,medium
1002324,3,292,1662.64,0.45,390.37,suppliers,39.71,low
1002324,3,293,1609.86,0.81,123.92,suppliers,39.71,high
1002324,3,294,1578.6,0.28,735.27,suppliers,39.71,high
1002324,3,295,1170.19,0.29,171.39,suppliers,39.71,medium
1002324,3,296,1729.37,0.83,481.72,suppliers,39.71,medium
1002324,3,297,1471.67,0.65,681.54,suppliers,39.71,medium
1002324,3,298,1484.85,0.43,50.67,suppliers,39.71,low
1002324,3,299,1388.99,0.73,503.35,suppliers,39.71,medium
1002324,3,300,1512.31,0.39,241.59,suppliers,39.71,medium
1002324,3,301,732.24,0.31,693.18,suppliers,39.71,high
1002324,3,302,1725.32,0.45,660.68,suppliers,39.71,high
1002324,3,303,1874.01,0.48,797.24,suppliers,39.71,medium
1002324,3,304,1874.2,0.83,304.71,suppliers,39.71,medium
1002324,3,305,1372.43,0.76,579.62,suppliers,39.71,medium
1002324,3,306,1683.26,0.58,517.78,suppliers,39.71,medium
1002324,3,307,1493.83,0.89,254.3,suppliers,39.71,high
1002324,3,308,1440.73,0.26,11.88,suppliers,39.71,high
1002324,3,309,1790.33,0.9,484.86,firm_6,30.29,medium
1002324,3,310,1428.51,0.65,297.51,suppliers,39.71,medium
1002324,3,311,1647.37,0.59,796.3,suppliers,39.71,high
1002324,3,312,1842.44,0.66,271.32,suppliers,39.71,low
1002324,3,313,1506.43,0.46,82.11,suppliers,39.71,high
1002324,3,314,1510.12,0.7,470.82,suppliers,39.71,high
1002324,3,315,1205.11,0.39,228.42,suppliers,39.71,low
1002324,3,316,994.28,0.76,390.35,suppliers,39.71,high
1002324,3,317,1750.37,0.81,730.11,suppliers,39.71,medium
1002324,3,318,1839.26,0.41,754.15,suppliers,39.71,medium
1002324,3,319,1674.36,0.47,492.1,suppliers,39.71,medium
1002324,3,320,1586.59,0.33,290.02,suppliers,39.71,medium
1002324,3,321,1001.78,0.57,684.28,suppliers,39.71,medium
1002324,3,322,1876.37,0.71,189.55,suppliers,39.71,medium
1002324,3,323,1810.27,0.8,437.61,suppliers,39.71,medium
1002324,3,324,1430.88,0.33,525.53,suppliers,39.71,medium
1002324,3,325,1854.71,0.93,577.48,firm_5,41.08,medium
1002324,3,326,1033.27,0.86,66.68,suppliers,39.71,medium
1002324,3,327,1429.06,0.36,169.33,suppliers,39.71,low
1002324,3,328,1420.11,0.27,129.81,suppliers,39.71,high
1002324,3,329,1619.14,0.71,640.24,suppliers,39.71,medium
1002324,3,330,1849.72,0.29,715.6,suppliers,39.71,low
1002324,3,331,1408.34,0.83,456.56,suppliers,39.71,high
1002324,3,332,1526.55,0.55,494.58,suppliers,39.71,low
1002324,3,333,1779.65,0.26,763.22,suppliers,39.71,medium
1002324,3,334,805.64,0.56,672.23,suppliers,39.71,high
1002324,3,335,1848.15,0.63,333.51,suppliers,39.71,medium
1002324,3,336,1320.85,0.43,361.88,suppliers,39.71,medium
1002324,3,337,1567.48,0.38,689.57,suppliers,39.71,medium
1002324,3,338,1735.01,0.64,525.0,suppliers,39.71,high
1002324,3,339,1615.11,0.75,502.47,suppliers,39.71,low
1002324,3,340,1145.86,0.27,678.54,suppliers,39.71,low
1002324,3,341,1786.68,0.86,706.8,suppliers,39.71,medium
1002324,3,342,1652.86,0.79,584.93,suppliers,39.71,medium
1002324,3,343,1452.96,0.32,575.54,suppliers,39.71,medium
1002324,3,344,1796.09,0.31,346.91,suppliers,39.71,medium
1002324,3,345,1840.93,0.66,764.51,suppliers,39.71,high
1002324,3,346,1675.34,0.62,221.74,suppliers,39.71,medium
1002324,3,347,1019.65,0.26,302.72,suppliers,39.71,medium
1002324,3,348,1539.46,0.8,691.95,suppliers,39.71,high
1002324,3,349,1362.78,0.66,704.44,suppliers,39.71,high
1002324,3,350,1072.83,0.58,242.31,suppliers,39.71,medium
1002324,3,351,1609.16,0.87,459.76,suppliers,39.71,high
1002324,3,352,1720.94,0.43,160.91,suppliers,39.71,low
1002324,3,353,1693.31,0.62,746.65,suppliers,39.71,high
1002324,3,354,1681.18,0.45,316.54,suppliers,39.71,medium
1002324,3,355,1346.56,0.62,607.78,suppliers,39.71,low
1002324,3,356,1380.41,0.58,140.05,suppliers,39.71,high
1002324,3,357,1776.31,0.7,320.02,suppliers,39.71,high
1002324,3,358,1710.98,0.48,160.73,suppliers,39.71,medium
1002324,3,359,1521.21,0.29,753.68,suppliers,39.71,medium
1002324,3,360,1691.31,0.4,730.14,suppliers,39.71,high
1002324,3,361,1131.8,0.82,477.68,suppliers,39.71,medium
1002324,3,362,1766.95,0.29,306.74,suppliers,39.71,medium
1002324,3,363,1829.48,0.62,706.42,suppliers,39.71,medium
1002324,3,364,1325.5,0.58,487.97,suppliers,39.71,medium
1002324,3,365,1717.67,0.53,146.34,suppliers,39.71,high
1002324,3,366,1350.41,0.6,544.55,suppliers,39.71,high
1002324,3,367,1372.63,0.58,588.63,suppliers,39.71,medium
1002324,3,368,1544.52,0.42,770.4,suppliers,39.71,low
1002324,3,369,1910.95,0.32,549.32,suppliers,39.71,medium
1002324,3,370,1615.59,0.66,795.0,suppliers,39.71,high
1002324,3,371,1895.69,0.33,530.15,suppliers,39.71,high
1002324,3,372,1385.84,0.84,405.34,suppliers,39.71,low
1002324,3,373,752.15,0.74,56.24,suppliers,39.71,high
1002324,3,374,1559.11,0.29,63.09,suppliers,39.71,high
1002324,3,375,1709.93,0.42,471.03,suppliers,39.71,medium
1002324,3,376,1743.63,0.79,656.21,suppliers,39.71,medium
1002324,3,377,854.99,0.52,491.48,suppliers,39.71,medium
1002324,3,378,1558.74,0.4,128.62,suppliers,39.71,medium
1002324,3,379,1367.11,0.66,478.14,suppliers,39.71,medium
1002324,3,380,1621.33,0.45,196.85,suppliers,39.71,medium
1002324,3,381,1544.73,0.63,76.3,suppliers,39.71,medium
1002324,3,382,1820.8,0.63,742.41,suppliers,39.71,medium
1002324,3,383,1500.36,0.63,669.9,suppliers,39.71,medium
1002324,3,384,1379.98,0.31,388.13,suppliers,39.71,medium
1002324,3,385,1359.24,0.56,321.23,suppliers,39.71,medium
1002324,3,386,1727.99,0.9,688.52,firm_6,30.29,medium
1002324,3,387,1371.01,0.67,405.0,suppliers,39.71,medium
1002324,3,388,1833.81,0.61,377.15,suppliers,39.71,high
1002324,3,389,1441.54,0.66,192.44,suppliers,39.71,medium
1002324,3,390,1748.31,0.43,505.32,suppliers,39.71,low
1002324,3,391,1869.34,0.76,539.55,suppliers,39.71,high
1002324,3,392,1892.78,0.82,245.15,suppliers,39.71,low
1002324,3,393,1474.44,0.87,354.26,suppliers,39.71,medium
1002324,3,394,1565.91,0.65,175.84,suppliers,39.71,medium
1002324,3,395,1419.7,0.42,198.28,suppliers,39.71,medium
1002324,3,396,1644.91,0.51,785.84,suppliers,39.71,medium
1002324,3,397,1672.46,0.61,204.37,suppliers,39.71,medium
1002324,3,398,1818.98,0.51,254.49,suppliers,39.71,medium
1002324,3,399,1423.01,0.54,558.49,suppliers,39.71,medium
1002324,3,400,1516.83,0.35,273.63,suppliers,39.71,low
1002324,3,401,1744.03,0.57,726.22,suppliers,39.71,high
1002324,3,402,1434.2,0.74,736.42,suppliers,39.71,low
1002324,3,403,1369.49,0.48,611.64,suppliers,39.71,high
1002324,3,404,1619.94,0.53,596.72,suppliers,39.71,high
1002324,3,405,1592.24,0.42,434.93,suppliers,39.71,high
1002324,3,406,1746.38,0.68,54.49,suppliers,39.71,high
1002324,3,407,1082.36,0.54,250.37,suppliers,39.71,medium
1002324,3,408,1361.12,0.26,594.63,suppliers,39.71,high
1002324,3,409,1679.78,0.76,353.72,suppliers,39.71,medium
1002324,3,410,1865.07,0.37,321.0,suppliers,39.71,low
1002324,3,411,1462.84,0.41,782.01,suppliers,39.71,medium
1002324,3,412,1585.85,0.44,100.49,suppliers,39.71,medium
1002324,3,413,1040.47,0.88,197.79,suppliers,39.71,high
1002324,3,414,1323.51,0.71,50.51,suppliers,39.71,medium
1002324,3,415,1778.08,0.28,117.78,suppliers,39.71,low
1002324,3,416,1511.84,0.86,141.66,suppliers,39.71,high
1002324,3,417,1787.14,0.65,34.9,suppliers,39.71,high
1002324,3,418,1460.27,0.39,227.74,suppliers,39.71,high
1002324,3,419,981.77,0.36,106.94,suppliers,39.71,low
1002324,3,420,1433.98,0.54,539.63,suppliers,39.71,medium
1002324,3,421,1780.56,0.58,355.21,suppliers,39.71,low
1002324,3,422,1113.47,0.65,393.6,suppliers,39.71,low
1002324,3,423,1384.75,0.74,736.48,suppliers,39.71,high
1002324,3,424,1483.73,0.7,139.63,suppliers,39.71,medium
1002324,3,425,1556.05,0.7,501.6,suppliers,39.71,low
1002324,3,426,1677.87,0.55,290.0,suppliers,39.71,medium
1002324,3,427,1633.27,0.35,628.7,suppliers,39.71,high
1002324,3,428,1472.59,0.79,544.48,suppliers,39.71,high
1002324,3,429,1636.78,0.93,395.92,firm_5,41.08,medium
1002324,3,430,1906.33,0.28,675.32,suppliers,39.71,high
1002324,3,431,1731.53,0.81,760.29,suppliers,39.71,medium
1002324,3,432,1377.8,0.4,412.92,suppliers,39.71,medium
1002324,3,433,1664.02,0.76,169.68,suppliers,39.71,medium
1002324,3,434,1800.58,0.35,485.19,suppliers,39.71,low
1002324,3,435,886.27,0.37,594.93,suppliers,39.71,medium
1002324,3,436,1375.48,0.79,750.7,suppliers,39.71,high
1002324,3,437,1910.09,0.35,531.15,suppliers,39.71,low
1002324,3,438,1248.49,0.8,167.67,suppliers,39.71,low
1002324,3,439,1348.59,0.67,705.66,suppliers,39.71,high
1002324,3,440,1777.93,0.55,108.81,suppliers,39.71,low
1002324,3,441,1578.05,0.29,542.15,suppliers,39.71,medium
1002324,3,442,1607.8,0.71,385.57,suppliers,39.71,high
1002324,3,443,1800.57,0.85,256.63,suppliers,39.71,medium
1002324,3,444,1131.41,0.78,693.07,suppliers,39.71,low
1002324,3,445,1559.13,0.67,586.44,suppliers,39.71,medium
1002324,3,446,1327.67,0.56,437.08,suppliers,39.71,medium
1002324,3,447,1667.11,0.8,506.48,suppliers,39.71,medium
1002324,3,448,1575.4,0.7,280.97,suppliers,39.71,high
1002324,3,449,743.9,0.78,52.34,suppliers,39.71,medium
1002324,3,450,1598.56,0.42,210.33,suppliers,39.71,low
1002324,3,451,1903.42,0.45,489.12,suppliers,39.71,medium
1002324,3,452,1409.5,0.56,549.22,suppliers,39.71,high
1002324,3,453,1552.3,0.88,454.31,suppliers,39.71,low
1002324,3,454,947.36,0.48,58.99,suppliers,39.71,medium
1002324,3,455,875.97,0.42,283.32,suppliers,39.71,high
1002324,3,456,1325.78,0.62,356.11,suppliers,39.71,low
1002324,3,457,1819.43,0.42,37.95,suppliers,39.71,medium
1002324,3,458,1410.31,0.67,583.5,suppliers,39.71,high
1002324,3,459,1833.34,0.75,130.38,suppliers,39.71,high
1002324,3,460,1771.43,0.84,414.53,suppliers,39.71,medium
1002324,3,461,1363.65,0.31,82.67,suppliers,39.71,medium
1002324,3,462,1366.45,0.31,636.39,suppliers,39.71,medium
1002324,3,463,802.36,0.34,110.52,suppliers,39.71,high
1002324,3,464,1711.17,0.76,730.71,suppliers,39.71,medium
1002324,3,465,1320.23,0.92,466.45,firm_8,40.19,medium
1002324,3,466,1813.77,0.6,719.09,suppliers,39.71,high
1002324,3,467,1761.37,0.92,529.29,firm_8,40.19,medium
1002324,3,468,1874.2,0.77,427.47,suppliers,39.71,low
1002324,3,469,1302.95,0.31,499.86,suppliers,39.71,low
1002324,3,470,1532.13,0.7,143.88,suppliers,39.71,medium
1002324,3,471,1651.5,0.93,10.57,firm_5,41.08,low
1002324,3,472,1369.01,0.64,734.15,suppliers,39.71,medium
1002324,3,473,1724.8,0.68,48.83,suppliers,39.71,medium
1002324,3,474,1859.66,0.36,262.29,suppliers,39.71,high
1002324,3,475,1498.46,0.34,174.0,suppliers,39.71,high
1002324,3,476,1479.25,0.78,183.74,suppliers,39.71,high
1002324,3,477,1910.72,0.7,543.16,suppliers,39.71,medium
1002324,3,478,1725.92,0.74,353.82,suppliers,39.71,high
1002324,3,479,1778.77,0.71,107.12,suppliers,39.71,medium
1002324,3,480,1364.18,0.59,198.05,suppliers,39.71,medium
1002324,3,481,1846.55,0.87,682.94,suppliers,39.71,low
1002324,3,482,1901.57,0.89,520.92,suppliers,39.71,medium
1002324,3,483,1422.71,0.91,82.66,firm_2,39.85,medium
1002324,3,484,1668.54,0.82,541.84,suppliers,39.71,medium
1002324,3,485,1789.19,0.45,545.77,suppliers,39.71,high
1002324,3,486,1586.31,0.63,147.23,suppliers,39.71,low
1002324,3,487,1543.65,0.58,532.68,suppliers,39.71,high
1002324,3,488,953.38,0.54,179.01,suppliers,39.71,low
1002324,3,489,1488.29,0.4,670.36,suppliers,39.71,medium
1002324,3,490,1831.87,0.85,369.15,suppliers,39.71,high
1002324,3,491,1466.69,0.35,41.01,suppliers,39.71,high
1002324,3,492,1852.16,0.53,328.71,suppliers,39.71,medium
1002324,3,493,1708.03,0.57,392.06,suppliers,39.71,high
1002324,3,494,1501.29,0.41,283.63,suppliers,39.71,low
1002324,3,495,1370.29,0.42,131.65,suppliers,39.71,medium
1002324,3,496,1560.96,0.36,294.67,suppliers,39.71,high
1002324,3,497,1353.01,0.33,278.24,suppliers,39.71,low
1002324,3,498,1641.68,0.88,761.87,suppliers,39.71,medium
1002324,3,499,1761.35,0.3,570.78,suppliers,39.71,low
1002324,3,500,1527.33,0.59,248.62,suppliers,39.71,high
1002324,3,501,1695.24,0.48,615.16,suppliers,39.71,medium
1002324,3,502,1733.71,0.36,139.21,suppliers,39.71,medium
1002324,3,503,1041.1,0.54,45.32,suppliers,39.71,medium
1002324,3,504,1453.86,0.79,742.31,suppliers,39.71,medium
1002324,3,505,1836.65,0.65,372.55,suppliers,39.71,high
1002324,3,506,1743.09,0.34,356.18,suppliers,39.71,medium
1002324,3,507,1432.44,0.42,555.31,suppliers,39.71,low
1002324,3,508,1664.86,0.78,372.04,suppliers,39.71,low
1002324,3,509,1544.09,0.5,380.65,suppliers,39.71,high
1002324,3,510,1713.26,0.68,659.89,suppliers,39.71,medium
1002324,3,511,1522.38,0.82,716.97,suppliers,39.71,medium
1002324,3,512,1398.1,0.5,509.49,suppliers,39.71,high
1002324,3,513,1429.41,0.52,332.66,suppliers,39.71,high
1002324,3,514,1565.98,0.62,600.34,suppliers,39.71,high
1002324,3,515,874.21,0.31,686.04,suppliers,39.71,high
1002324,3,516,1591.52,0.7,358.08,suppliers,39.71,low
1002324,3,517,1735.69,0.75,169.08,suppliers,39.71,medium
1002324,3,518,1805.61,0.9,744.78,firm_6,30.29,low
1002324,3,519,1322.24,0.4,150.07,suppliers,39.71,high
1002324,3,520,1702.71,0.52,428.66,suppliers,39.71,low
1002324,3,521,1517.23,0.53,342.39,suppliers,39.71,medium
1002324,3,522,1904.48,0.31,566.64,suppliers,39.71,medium
1002324,3,523,1321.33,0.46,251.87,suppliers,39.71,high
1002324,3,524,1180.58,0.42,536.89,suppliers,39.71,medium
1002324,3,525,1809.86,0.52,389.22,suppliers,39.71,high
1002324,3,526,423.19,0.5,641.21,suppliers,39.71,high
1002324,3,527,1394.29,0.62,421.67,suppliers,39.71,medium
1002324,3,528,1026.92,0.64,496.31,suppliers,39.71,high
1002324,3,529,1847.44,0.44,794.46,suppliers,39.71,low
1002324,3,530,1863.36,0.67,635.82,suppliers,39.71,low
1002324,3,531,844.53,0.8,441.74,suppliers,39.71,medium
1002324,3,532,1837.66,0.38,336.33,suppliers,39.71,low
1002324,3,533,1723.01,0.91,432.67,firm_2,39.85,high
1002324,3,534,1487.49,0.65,448.3,suppliers,39.71,high
1002324,3,535,1458.4,0.87,749.97,suppliers,39.71,high
1002324,3,536,1498.18,0.56,142.69,suppliers,39.71,medium
1002324,3,537,1768.78,0.91,726.49,firm_2,39.85,medium
1002324,3,538,1521.51,0.37,218.09,suppliers,39.71,low
1002324,3,539,838.4,0.87,495.54,suppliers,39.71,medium
1002324,3,540,1753.16,0.7,718.78,suppliers,39.71,low
